App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,comment_mean,comment_count
Anger of stick 5 : zombie,GAME,4.5,549039,23M,"50,000,000+",Free,0,Teen,Action,"August 3, 2018",1.1.5,2.3 and up,0.11944444444444442,3
Anger of stick 5 : zombie,GAME,4.5,547644,23M,"50,000,000+",Free,0,Teen,Action,"August 3, 2018",1.1.5,2.3 and up,0.11944444444444442,3
CATS: Crash Arena Turbo Stars,GAME,4.7,1559650,Varies with device,"50,000,000+",Free,0,Everyone,Action,"July 9, 2018",2.11.1,4.1 and up,0.02895315469185807,57
DINO HUNTER: DEADLY SHORES,GAME,4.4,1381820,54M,"10,000,000+",Free,0,Teen,Action,"March 14, 2017",3.1.1,3.0 and up,0.022312567688483914,92
DINO HUNTER: DEADLY SHORES,GAME,4.4,1381624,54M,"10,000,000+",Free,0,Teen,Action,"March 14, 2017",3.1.1,3.0 and up,0.022312567688483914,92
Extreme Match,GAME,4.5,696,Varies with device,"100,000+",Free,0,Everyone,Action,"July 5, 2018",1.1.7,4.1 and up,0.19446454876142383,84
Agar.io,GAME,4.2,3816799,32M,"100,000,000+",Free,0,Everyone,Action,"July 23, 2018",2.2.8,4.0.3 and up,-0.060602233380726046,136
Agar.io,GAME,4.2,3815614,32M,"100,000,000+",Free,0,Everyone,Action,"July 23, 2018",2.2.8,4.0.3 and up,-0.060602233380726046,136
Battlelands Royale,GAME,4.4,105620,61M,"1,000,000+",Free,0,Everyone 10+,Action,"July 16, 2018",0.5.8,4.1 and up,0.04040619484832415,89
Arrow.io,GAME,4.5,343263,Varies with device,"10,000,000+",Free,0,Everyone 10+,Action,"August 6, 2018",1.2.6,4.0.3 and up,0.08073817355889723,95
BEYBLADE BURST app,GAME,4.5,216849,Varies with device,"10,000,000+",Free,0,Everyone,Action;Action & Adventure,"July 16, 2018",Varies with device,Varies with device,-0.013927395906562565,36
Dragon Hills,GAME,4.5,354373,66M,"10,000,000+",Free,0,Everyone 10+,Action,"October 12, 2017",1.2.7,4.1 and up,0.04034051827801826,15
DC Super Hero Girls™,GAME,4.3,43055,95M,"5,000,000+",Free,0,Everyone,Action;Action & Adventure,"June 29, 2018",2.8.0,4.0 and up,0.33400902406417093,102
DC Super Hero Girls™,FAMILY,4.3,43060,95M,"5,000,000+",Free,0,Everyone,Action;Action & Adventure,"June 29, 2018",2.8.0,4.0 and up,0.33400902406417093,102
DC Super Hero Girls™,FAMILY,4.3,43060,95M,"5,000,000+",Free,0,Everyone,Action;Action & Adventure,"June 29, 2018",2.8.0,4.0 and up,0.33400902406417093,102
DC Super Hero Girls™,FAMILY,4.3,43090,95M,"5,000,000+",Free,0,Everyone,Action;Action & Adventure,"June 29, 2018",2.8.0,4.0 and up,0.33400902406417093,102
Dinosaur Simulator: Dino World,GAME,4.0,26649,66M,"5,000,000+",Free,0,Teen,Action,"August 5, 2018",1.2,4.2 and up,-0.013141025641025646,13
GUNSHIP BATTLE: Helicopter 3D,GAME,4.3,2151039,75M,"50,000,000+",Free,0,Teen,Action,"August 1, 2018",2.6.61,4.0.3 and up,0.02222591795753971,34
Bubble Shooter Genies,GAME,4.5,26985,41M,"5,000,000+",Free,0,Everyone,Casual,"June 4, 2018",1.9.1,4.0.3 and up,0.04798845598845597,10
Blossom Blast Saga,GAME,4.5,1125438,63M,"10,000,000+",Free,0,Everyone,Casual,"July 5, 2018",57.0.8,4.0.3 and up,0.005714461079044413,36
Candy Bomb,GAME,4.4,42145,20M,"10,000,000+",Free,0,Everyone,Casual;Brain Games,"July 4, 2018",2.9.3181,4.0.3 and up,0.32740319865319867,72
Candy Bomb,FAMILY,4.4,42145,20M,"10,000,000+",Free,0,Everyone,Casual;Brain Games,"July 4, 2018",2.9.3181,4.0.3 and up,0.32740319865319867,72
Gems or jewels ?,GAME,4.7,171448,13M,"10,000,000+",Free,0,Teen,Puzzle,"August 3, 2018",1.0.109,4.0 and up,0.14020820036445036,39
Fruit Block - Puzzle Legend,GAME,4.6,125647,33M,"10,000,000+",Free,0,Everyone,Casual,"July 23, 2018",60,4.1 and up,-0.18333333333333326,1
Bubble Shooter Space,GAME,4.2,4355,Varies with device,"1,000,000+",Free,0,Everyone,Casual,"July 17, 2017",1.6,2.3 and up,0.18493055555555557,24
1LINE – One Line with One Touch,GAME,4.6,214878,10M,"10,000,000+",Free,0,Everyone,Board,"August 3, 2018",2.0.4,4.1 and up,0.19629029961266795,38
Dog Run - Pet Dog Simulator,GAME,4.7,48615,24M,"10,000,000+",Free,0,Everyone,Simulation;Action & Adventure,"May 22, 2018",1.4.12,4.1 and up,0.13709855403348553,73
Dog Run - Pet Dog Simulator,FAMILY,4.7,48615,24M,"10,000,000+",Free,0,Everyone,Simulation;Action & Adventure,"May 22, 2018",1.4.12,4.1 and up,0.13709855403348553,73
Dog Run - Pet Dog Simulator,FAMILY,4.7,48701,24M,"10,000,000+",Free,0,Everyone,Simulation;Action & Adventure,"May 22, 2018",1.4.12,4.1 and up,0.13709855403348553,73
Coloring & Learn,FAMILY,4.4,12753,51M,"5,000,000+",Free,0,Everyone,Educational;Creativity,"July 17, 2018",1.49,4.0.3 and up,0.41382226874003186,38
Educational Games 4 Kids,FAMILY,4.3,11618,39M,"5,000,000+",Free,0,Everyone,Educational;Education,"April 3, 2018",2.4,4.1 and up,0.19435952570820994,38
Candy Pop Story,FAMILY,4.7,12948,23M,"1,000,000+",Free,0,Everyone,Casual;Brain Games,"May 24, 2018",2.0.3165,2.3 and up,0.04241514756944446,40
Candy Smash,FAMILY,4.5,11436,15M,"1,000,000+",Free,0,Everyone,Casual;Brain Games,"April 17, 2018",2.2.3169,4.0.3 and up,0.15726736111111111,40
Happy Fruits Bomb - Cube Blast,FAMILY,4.5,2150,20M,"500,000+",Free,0,Everyone,Casual;Brain Games,"February 1, 2018",1.0.3122,4.0.3 and up,0.023922799422799415,25
Baby Panda Care,FAMILY,4.2,108795,49M,"10,000,000+",Free,0,Everyone,Educational;Pretend Play,"June 15, 2018",8.25.10.00,4.0.3 and up,0.17201893939393942,50
Baby Panda Care,FAMILY,4.2,108795,49M,"10,000,000+",Free,0,Everyone,Educational;Pretend Play,"June 15, 2018",8.25.10.00,4.0.3 and up,0.17201893939393942,50
Baby puzzles,FAMILY,4.3,11950,19M,"5,000,000+",Free,0,Everyone,Educational;Education,"July 12, 2018",6.1,4.0.3 and up,0.07949984276689925,34
Garden Fruit Legend,FAMILY,4.6,4289,33M,"500,000+",Free,0,Everyone,Casual;Brain Games,"July 31, 2018",3.5.3183,4.0.3 and up,0.24278846153846148,39
Candy Day,FAMILY,4.5,11716,48M,"1,000,000+",Free,0,Everyone,Casual;Brain Games,"August 3, 2018",8.4.3180,4.0 and up,0.19246436403508768,38
ABC Kids - Tracing & Phonics,FAMILY,4.5,36606,Varies with device,"10,000,000+",Free,0,Everyone,Educational;Education,"June 22, 2018",Varies with device,4.0 and up,0.36777017277017277,37
Barbie Magical Fashion,FAMILY,4.0,328619,15M,"10,000,000+",Free,0,Everyone,Casual;Creativity,"October 6, 2017",2.2,4.1 and up,0.08473276471512356,31
Farming Simulator 14,FAMILY,4.5,530854,51M,"10,000,000+",Free,0,Everyone,Simulation;Action & Adventure,"July 17, 2017",1.4.4,2.3.3 and up,0.058127922254760496,17
Farming Simulator 14,FAMILY,4.5,530904,51M,"10,000,000+",Free,0,Everyone,Simulation;Action & Adventure,"July 17, 2017",1.4.4,2.3.3 and up,0.058127922254760496,17
Educational Games for Kids,FAMILY,4.5,7050,24M,"1,000,000+",Free,0,Everyone,Educational;Education,"May 27, 2018",2.0,4.0 and up,0.3065564373897707,36
Hot Wheels: Race Off,FAMILY,4.5,520609,Varies with device,"10,000,000+",Free,0,Everyone,Racing;Action & Adventure,"June 28, 2018",Varies with device,4.4 and up,-0.008838897907647896,20
Hot Wheels: Race Off,FAMILY,4.5,520654,Varies with device,"10,000,000+",Free,0,Everyone,Racing;Action & Adventure,"June 28, 2018",Varies with device,4.4 and up,-0.008838897907647896,20
Baby Tiger Care - My Cute Virtual Pet Friend,FAMILY,4.5,432,63M,"100,000+",Free,0,Everyone 10+,Educational;Education,"July 27, 2018",1.0.89,4.4 and up,0.19518518518518518,9
DisneyNOW – TV Shows & Games,FAMILY,4.3,82471,Varies with device,"5,000,000+",Free,0,Everyone,Entertainment;Music & Video,"July 5, 2018",Varies with device,4.4 and up,0.20399195939799683,63
DisneyNOW – TV Shows & Games,FAMILY,4.3,82471,Varies with device,"5,000,000+",Free,0,Everyone,Entertainment;Music & Video,"July 5, 2018",Varies with device,4.4 and up,0.20399195939799683,63
DisneyNOW – TV Shows & Games,FAMILY,4.3,82499,Varies with device,"5,000,000+",Free,0,Everyone,Entertainment;Music & Video,"July 5, 2018",Varies with device,4.4 and up,0.20399195939799683,63
Drawing for Kids Learning Games for Toddlers age 3,FAMILY,4.6,29436,43M,"1,000,000+",Free,0,Everyone,Educational;Education,"March 21, 2018",2.0.5.0,4.1 and up,0.38666666666666666,1
Baby Panda’s Juice Shop,FAMILY,4.5,19230,45M,"5,000,000+",Free,0,Everyone,Educational;Brain Games,"July 12, 2018",8.25.10.01,4.0.3 and up,0.10833333333333332,3
Dr. Panda Restaurant 3,FAMILY,4.2,11126,91M,"1,000,000+",Free,0,Everyone,Educational;Pretend Play,"March 23, 2018",1.6.4,4.1 and up,-0.09746777119938886,34
Baby ABC in box! Kids alphabet games for toddlers!,FAMILY,4.6,9652,53M,"1,000,000+",Free,0,Everyone,Educational;Education,"July 16, 2018",2.0.7.4,4.1 and up,0.2857751257751258,37
Happy Street,FAMILY,4.5,110877,Varies with device,"1,000,000+",Free,0,Everyone 10+,Casual;Action & Adventure,"March 28, 2018",Varies with device,Varies with device,0.05358881786616161,22
Dr. Panda Town: Vacation,FAMILY,3.8,10366,78M,"1,000,000+",Free,0,Everyone,Education;Pretend Play,"July 24, 2018",1.2.1,4.1 and up,0.09280715004396642,35
Fuzzy Seasons: Animal Forest,FAMILY,4.8,12137,63M,"100,000+",Free,0,Everyone 10+,Simulation;Pretend Play,"August 6, 2018",149,4.1 and up,0.16893322575242217,14
Basketball FRVR - Shoot the Hoop and Slam Dunk!,FAMILY,4.5,4076,Varies with device,"100,000+",Free,0,Everyone,Sports;Action & Adventure,"August 1, 2018",1.3.3,4.1 and up,0.10246428571428572,35
Extreme Racing 2 - Real driving RC cars game!,FAMILY,4.3,4207,93M,"500,000+",Free,0,Everyone,Racing;Action & Adventure,"August 31, 2017",1.1.9,4.1 and up,0.02366732804232805,36
Disney Magic Kingdoms: Build Your Own Magical Park,FAMILY,4.3,472584,91M,"10,000,000+",Free,0,Everyone,Simulation;Action & Adventure,"August 2, 2018",3.2.0h,4.0.3 and up,0.08702965526958685,47
Disney Magic Kingdoms: Build Your Own Magical Park,FAMILY,4.3,472584,91M,"10,000,000+",Free,0,Everyone,Simulation;Action & Adventure,"August 2, 2018",3.2.0h,4.0.3 and up,0.08702965526958685,47
Equestria Girls,FAMILY,4.3,392596,53M,"10,000,000+",Free,0,Everyone,Role Playing;Action & Adventure,"July 22, 2016",37893,4.0 and up,0.04380837742165866,74
Equestria Girls,FAMILY,4.3,392596,53M,"10,000,000+",Free,0,Everyone,Role Playing;Action & Adventure,"July 22, 2016",37893,4.0 and up,0.04380837742165866,74
Equestria Girls,FAMILY,4.3,392819,53M,"10,000,000+",Free,0,Everyone,Role Playing;Action & Adventure,"July 22, 2016",37893,4.0 and up,0.04380837742165866,74
Doctor Pets,FAMILY,4.2,23060,21M,"1,000,000+",Free,0,Everyone,Educational;Education,"July 26, 2018",1.19,4.1 and up,0.16880208333333332,32
Frozen Free Fall,FAMILY,4.3,1574197,37M,"50,000,000+",Free,0,Everyone,Puzzle;Action & Adventure,"July 27, 2018",6.7.0,4.2 and up,0.06010569985569987,60
Frozen Free Fall,FAMILY,4.3,1574204,37M,"50,000,000+",Free,0,Everyone,Puzzle;Action & Adventure,"July 27, 2018",6.7.0,4.2 and up,0.06010569985569987,60
Frozen Free Fall,FAMILY,4.3,1574546,37M,"50,000,000+",Free,0,Everyone,Puzzle;Action & Adventure,"July 27, 2018",6.7.0,4.2 and up,0.06010569985569987,60
Dominos Game ✔️,FAMILY,4.1,2903,16M,"1,000,000+",Free,0,Everyone,Board;Brain Games,"July 5, 2018",5.2,4.1 and up,0.023215534465534465,39
Checkers ✔️,FAMILY,4.1,3617,19M,"1,000,000+",Free,0,Everyone,Board;Brain Games,"July 24, 2018",4.0.2,4.1 and up,0.06483468113676447,36
All-in-One Mahjong 3 FREE,FAMILY,4.5,566,17M,"50,000+",Free,0,Everyone,Board;Brain Games,"June 13, 2018",20180609,4.0 and up,0.5,1
DreamWorks Friends,FAMILY,3.6,1042,48M,"100,000+",Free,0,Everyone,Role Playing;Pretend Play,"August 4, 2017",2.5,4.3 and up,-0.001788082848688901,66
DreamWorks Friends,FAMILY,3.6,1042,48M,"100,000+",Free,0,Everyone,Role Playing;Pretend Play,"August 4, 2017",2.5,4.3 and up,-0.001788082848688901,66
Dr. Panda & Toto's Treehouse,FAMILY,4.4,3396,9.5M,"50,000+",Paid,$3.99,Everyone,Casual;Pretend Play,"December 9, 2014",1.8,4.0 and up,0.180236682925485,72
Dr. Panda & Toto's Treehouse,FAMILY,4.4,3396,9.5M,"50,000+",Paid,$3.99,Everyone,Casual;Pretend Play,"December 9, 2014",1.8,4.0 and up,0.180236682925485,72
Dr. Panda & Toto's Treehouse,FAMILY,4.4,3397,9.5M,"50,000+",Paid,$3.99,Everyone,Casual;Pretend Play,"December 9, 2014",1.8,4.0 and up,0.180236682925485,72
Fun Kid Racing - Motocross,FAMILY,4.1,59729,Varies with device,"10,000,000+",Free,0,Everyone,Racing;Action & Adventure,"June 27, 2018",3.46,4.2 and up,0.19079545454545455,30
Fun Kid Racing - Motocross,FAMILY,4.1,59768,Varies with device,"10,000,000+",Free,0,Everyone,Racing;Action & Adventure,"August 7, 2018",3.53,4.2 and up,0.19079545454545455,30
Barbie Life™,FAMILY,3.9,133117,63M,"5,000,000+",Free,0,Everyone,Casual;Pretend Play,"July 12, 2018",2.6,4.1 and up,0.16261297182349813,19
Hello Kitty Lunchbox,FAMILY,4.2,51838,15M,"5,000,000+",Free,0,Everyone,Casual;Creativity,"November 21, 2017",1.6,4.1 and up,-0.05271838659706306,34
COOKING MAMA Let's Cook!,FAMILY,4.3,528745,59M,"10,000,000+",Free,0,Everyone,Educational;Pretend Play,"July 26, 2018",1.38.0,4.1 and up,0.2189220865113723,36
COOKING MAMA Let's Cook!,FAMILY,4.3,528917,59M,"10,000,000+",Free,0,Everyone,Educational;Pretend Play,"July 26, 2018",1.38.0,4.1 and up,0.2189220865113723,36
Fun Kid Racing,FAMILY,4.0,79667,Varies with device,"10,000,000+",Free,0,Everyone,Racing;Action & Adventure,"August 3, 2018",3.52,4.2 and up,0.2697382920110192,33
ABCmouse.com,FAMILY,4.3,50887,91M,"5,000,000+",Free,0,Everyone,Education;Education,"July 3, 2018",7.2.0,4.4 and up,0.18250385802469138,36
Essential Anatomy 3,MEDICAL,4.1,1533,42M,"50,000+",Paid,$11.99,Mature 17+,Medical,"August 7, 2014",1.1.3,4.0.3 and up,0.22551630328583455,80
Essential Anatomy 3,MEDICAL,4.1,1533,42M,"50,000+",Paid,$11.99,Mature 17+,Medical,"August 7, 2014",1.1.3,4.0.3 and up,0.22551630328583455,80
Diabetes & Diet Tracker,MEDICAL,4.6,395,19M,"1,000+",Paid,$9.99,Everyone,Medical,"July 16, 2018",6.5.1,5.0 and up,0.3636273107523107,74
Diabetes & Diet Tracker,MEDICAL,4.6,395,19M,"1,000+",Paid,$9.99,Everyone,Medical,"July 16, 2018",6.5.1,5.0 and up,0.3636273107523107,74
GoodRx Drug Prices and Coupons,MEDICAL,4.8,59158,11M,"1,000,000+",Free,0,Everyone,Medical,"July 26, 2018",5.4.8,4.1 and up,0.2524710424710424,37
FollowMyHealth®,MEDICAL,4.6,73118,37M,"1,000,000+",Free,0,Everyone,Medical,"May 10, 2018",3.3,4.4 and up,0.1894276710984749,38
Blood Pressure,MEDICAL,4.2,33033,7.4M,"5,000,000+",Free,0,Everyone,Medical,"July 24, 2018",3.27.3,4.1 and up,0.44494301994301994,39
Blood Pressure,MEDICAL,,10,2.4M,"1,000+",Free,0,Everyone,Medical,"March 14, 2015",1.0,2.3 and up,0.44494301994301994,39
Blood Pressure,MEDICAL,4.2,33033,7.4M,"5,000,000+",Free,0,Everyone,Medical,"July 24, 2018",3.27.3,4.1 and up,0.44494301994301994,39
Doctor On Demand,MEDICAL,4.7,18674,Varies with device,"1,000,000+",Free,0,Everyone,Medical,"July 27, 2018",3.25.0,4.4 and up,0.3884299217372134,36
BioLife Plasma Services,MEDICAL,3.5,250,23M,"100,000+",Free,0,Everyone,Medical,"July 9, 2018",1.2.0,4.4 and up,0.15480616605616604,39
Anthem Anywhere,MEDICAL,2.7,2657,24M,"500,000+",Free,0,Everyone,Medical,"July 27, 2018",8.0.226,4.4 and up,-0.08797731435231437,65
Anthem Anywhere,MEDICAL,2.7,2657,24M,"500,000+",Free,0,Everyone,Medical,"July 27, 2018",8.0.226,4.4 and up,-0.08797731435231437,65
Blood Donor,MEDICAL,4.2,4476,20M,"500,000+",Free,0,Everyone,Medical,"July 31, 2018",1.6.2,4.1 and up,0.20522144852501997,39
1800 Contacts - Lens Store,MEDICAL,4.7,23160,26M,"1,000,000+",Free,0,Everyone,Medical,"July 27, 2018",7.4.1,5.0 and up,0.31814477362914867,80
1800 Contacts - Lens Store,MEDICAL,4.7,23160,26M,"1,000,000+",Free,0,Everyone,Medical,"July 27, 2018",7.4.1,5.0 and up,0.31814477362914867,80
Blood Pressure Log - MyDiary,MEDICAL,4.7,8348,2.6M,"500,000+",Free,0,Everyone,Medical,"April 13, 2018",1.4.6,4.0 and up,0.32505491150053645,40
Blood Pressure Log - MyDiary,MEDICAL,4.7,8347,2.6M,"500,000+",Free,0,Everyone,Medical,"April 13, 2018",1.4.6,4.0 and up,0.32505491150053645,40
CVS Caremark,MEDICAL,3.5,3707,10M,"500,000+",Free,0,Everyone,Medical,"July 28, 2018",4.36,4.4 and up,0.19190802253302255,39
Ada - Your Health Guide,MEDICAL,4.7,87418,14M,"1,000,000+",Free,0,Everyone,Medical,"July 16, 2018",2.25.0,4.4 and up,0.30325629291068273,63
Ada - Your Health Guide,MEDICAL,4.7,87418,14M,"1,000,000+",Free,0,Everyone,Medical,"July 16, 2018",2.25.0,4.4 and up,0.30325629291068273,63
All Mental disorders,MEDICAL,4.5,453,11M,"100,000+",Free,0,Everyone,Medical,"July 7, 2017",1.1,4.0.3 and up,0.1986024636532448,65
All Mental disorders,MEDICAL,4.5,453,11M,"100,000+",Free,0,Everyone,Medical,"July 7, 2017",1.1,4.0.3 and up,0.1986024636532448,65
Delta Dental,MEDICAL,3.0,914,Varies with device,"100,000+",Free,0,Everyone,Medical,"July 17, 2018",4.6.0,5.0 and up,-0.08418477182539683,40
Drugs.com Medication Guide,MEDICAL,4.4,15875,Varies with device,"1,000,000+",Free,0,Everyone,Medical,"May 22, 2018",Varies with device,4.4 and up,0.24735357887601475,39
HealtheLife,MEDICAL,3.6,190,7.7M,"100,000+",Free,0,Everyone,Medical,"January 2, 2018",2.4.0,4.4 and up,0.06321230158730158,40
Anatomy Learning - 3D Atlas,MEDICAL,4.5,72167,16M,"1,000,000+",Free,0,Everyone,Medical,"July 18, 2018",2.0,4.1 and up,0.2265324499959917,36
Baritastic - Bariatric Tracker,MEDICAL,4.7,4318,12M,"100,000+",Free,0,Everyone,Medical,"July 26, 2018",1.3.185,4.1 and up,0.4182767368626745,40
Epocrates Plus,MEDICAL,4.3,23889,Varies with device,"1,000,000+",Free,0,Everyone,Medical,"July 10, 2018",Varies with device,4.0 and up,0.2995946969696969,40
Banfield Pet Health Tracker,MEDICAL,4.2,1747,5.9M,"100,000+",Free,0,Everyone,Medical,"October 17, 2016",1.2.2,4.0 and up,0.0825405137397325,80
Banfield Pet Health Tracker,MEDICAL,4.2,1747,5.9M,"100,000+",Free,0,Everyone,Medical,"October 17, 2016",1.2.2,4.0 and up,0.0825405137397325,80
Davis's Drug Guide for Nurses,MEDICAL,4.5,572,44M,"50,000+",Free,0,Everyone,Medical,"July 13, 2018",4.3.2.315,4.4 and up,0.3148148148148148,3
Diabetes:M,MEDICAL,4.6,15545,Varies with device,"100,000+",Free,0,Everyone,Medical,"August 1, 2018",6.1.3,Varies with device,0.3179679035352113,39
Diabetes:M,MEDICAL,4.6,15537,Varies with device,"100,000+",Free,0,Everyone,Medical,"August 1, 2018",6.1.3,Varies with device,0.3179679035352113,39
HESI A2 Pocket Prep,MEDICAL,4.3,2108,28M,"50,000+",Free,0,Everyone,Medical,"May 2, 2018",4.5.1,4.4 and up,0.3791468253968254,30
Davis's Drug Guide,MEDICAL,3.9,272,6.4M,"50,000+",Free,0,Everyone,Medical,"December 11, 2017",2.7.36,4.1 and up,-0.10000000000000002,3
Free Hypnosis,MEDICAL,4.2,4303,Varies with device,"100,000+",Free,0,Everyone,Medical,"September 6, 2016",Varies with device,Varies with device,0.27579490295815295,15
Dosecast - Medication Reminder,MEDICAL,4.3,4107,Varies with device,"100,000+",Free,0,Everyone,Medical,"April 17, 2018",Varies with device,Varies with device,0.2991495606915015,38
Anthem BC Anywhere,MEDICAL,2.6,496,24M,"100,000+",Free,0,Everyone,Medical,"July 27, 2018",8.0.226,4.4 and up,-0.12323348694316437,31
Anthem BC Anywhere,MEDICAL,2.6,496,24M,"100,000+",Free,0,Everyone,Medical,"July 27, 2018",8.0.226,4.4 and up,-0.12323348694316437,31
High Blood Pressure Symptoms,MEDICAL,4.0,531,2.3M,"100,000+",Free,0,Everyone,Medical,"January 18, 2015",1.0,3.0 and up,0.41953359609609603,37
High Blood Pressure Symptoms,MEDICAL,4.3,46,2.0M,"10,000+",Free,0,Everyone,Medical,"April 5, 2017",1.0.2,4.0.3 and up,0.41953359609609603,37
Blood Pressure(BP) Diary,MEDICAL,3.7,3596,8.4M,"1,000,000+",Free,0,Everyone,Medical,"July 18, 2018",4.0.9,4.0.3 and up,0.08768325424575425,40
Blood Pressure(BP) Diary,MEDICAL,3.7,3596,8.4M,"1,000,000+",Free,0,Everyone,Medical,"July 18, 2018",4.0.9,4.0.3 and up,0.08768325424575425,40
Airway Ex - Intubate. Anesthetize. Train.,MEDICAL,4.3,123,86M,"10,000+",Free,0,Everyone,Medical,"June 1, 2018",0.6.88,5.0 and up,0.2209419009809635,39
Airway Ex - Intubate. Anesthetize. Train.,MEDICAL,4.3,123,86M,"10,000+",Free,0,Everyone,Medical,"June 1, 2018",0.6.88,5.0 and up,0.2209419009809635,39
BELONG Beating Cancer Together,MEDICAL,4.7,623,20M,"50,000+",Free,0,Teen,Medical,"July 29, 2018",4.0.5,4.3 and up,0.3505828729019519,38
ConnectLine,MEDICAL,3.1,253,4.2M,"50,000+",Free,0,Everyone,Medical,"September 12, 2016",1.3.4,2.3.3 and up,0.13801162883082527,38
Facebook,SOCIAL,4.1,78158306,Varies with device,"1,000,000,000+",Free,0,Teen,Social,"August 3, 2018",Varies with device,Varies with device,-0.007002902024896394,132
Facebook,SOCIAL,4.1,78128208,Varies with device,"1,000,000,000+",Free,0,Teen,Social,"August 3, 2018",Varies with device,Varies with device,-0.007002902024896394,132
Facebook Lite,SOCIAL,4.3,8606259,Varies with device,"500,000,000+",Free,0,Teen,Social,"August 1, 2018",Varies with device,Varies with device,-0.0009910877556351747,29
Facebook Lite,SOCIAL,4.3,8595964,Varies with device,"500,000,000+",Free,0,Teen,Social,"August 1, 2018",Varies with device,Varies with device,-0.0009910877556351747,29
All Social Networks,SOCIAL,4.2,22492,1.5M,"1,000,000+",Free,0,Everyone,Social,"May 21, 2018",2.4.12,4.0 and up,-0.10641024212715389,34
All Social Networks,SOCIAL,4.2,22650,1.5M,"1,000,000+",Free,0,Everyone,Social,"May 21, 2018",2.4.12,4.0 and up,-0.10641024212715389,34
Google+,SOCIAL,4.2,4831125,Varies with device,"1,000,000,000+",Free,0,Teen,Social,"July 26, 2018",Varies with device,Varies with device,0.3680555555555556,2
Google+,SOCIAL,4.2,4828372,Varies with device,"1,000,000,000+",Free,0,Teen,Social,"July 26, 2018",Varies with device,Varies with device,0.3680555555555556,2
"Hide Something - Photo, Video",SOCIAL,4.6,225103,5.3M,"5,000,000+",Free,0,Everyone,Social,"June 13, 2018",5.1.1,4.1 and up,0.24071023478835982,30
Amino: Communities and Chats,SOCIAL,4.8,1259075,62M,"10,000,000+",Free,0,Teen,Social,"July 20, 2018",1.8.19179,4.0.3 and up,0.047589604351513645,35
Amino: Communities and Chats,SOCIAL,4.8,1264084,62M,"10,000,000+",Free,0,Teen,Social,"August 7, 2018",1.8.19179,4.0.3 and up,0.047589604351513645,35
Facebook Local,SOCIAL,4.2,4751,Varies with device,"1,000,000+",Free,0,Teen,Social,"June 30, 2018",13.0,4.1 and up,0.1336416983933725,35
HTC Social Plugin - Facebook,SOCIAL,3.6,13223,2.8M,"10,000,000+",Free,0,Mature 17+,Social,"June 8, 2016",8.00.752746,4.4 and up,-0.05170496455042355,39
Family GPS tracker KidControl + GPS by SMS Locator,SOCIAL,4.5,57146,Varies with device,"1,000,000+",Free,0,Everyone,Social,"July 27, 2018",Varies with device,4.0.3 and up,0.21120309658151454,32
Badoo - Free Chat & Dating App,SOCIAL,4.3,3781770,Varies with device,"100,000,000+",Free,0,Mature 17+,Social,"August 2, 2018",Varies with device,Varies with device,0.12848917748917751,120
Badoo - Free Chat & Dating App,SOCIAL,4.3,3781770,Varies with device,"100,000,000+",Free,0,Mature 17+,Social,"August 2, 2018",Varies with device,Varies with device,0.12848917748917751,120
Badoo - Free Chat & Dating App,SOCIAL,4.3,3781770,Varies with device,"100,000,000+",Free,0,Mature 17+,Social,"August 2, 2018",Varies with device,Varies with device,0.12848917748917751,120
Badoo - Free Chat & Dating App,SOCIAL,4.3,3781467,Varies with device,"100,000,000+",Free,0,Mature 17+,Social,"August 2, 2018",Varies with device,Varies with device,0.12848917748917751,120
"Free phone calls, free texting SMS on free number",SOCIAL,4.5,412725,35M,"10,000,000+",Free,0,Everyone,Social,"July 31, 2018",3.8.1,4.1 and up,0.22960420173961837,36
"Free phone calls, free texting SMS on free number",SOCIAL,4.5,412888,35M,"10,000,000+",Free,0,Everyone,Social,"July 31, 2018",3.8.1,4.1 and up,0.22960420173961837,36
Blogger,SOCIAL,3.7,138026,2.7M,"5,000,000+",Free,0,Mature 17+,Social,"February 29, 2016",2.1.3,2.1 and up,0.1251258069415964,38
Bloglovin',SOCIAL,3.9,8936,Varies with device,"500,000+",Free,0,Everyone,Social,"May 18, 2017",Varies with device,Varies with device,0.13395250871813372,39
Blogaway for Android (Blogger),SOCIAL,3.7,4253,4.1M,"100,000+",Free,0,Teen,Social,"May 31, 2018",7.0.7,4.0.3 and up,0.19725448933782266,36
Banjo,SOCIAL,4.2,58341,9.3M,"1,000,000+",Free,0,Everyone,Social,"July 25, 2015",4.6.2.0,2.3 and up,0.23085021228771233,39
Frontback - Social Photos,SOCIAL,3.8,19446,Varies with device,"1,000,000+",Free,0,Mature 17+,Social,"December 1, 2017",3.4.5,4.0.3 and up,0.20709648569023564,36
Couple - Relationship App,SOCIAL,4.0,33249,8.4M,"1,000,000+",Free,0,Everyone,Social,"March 5, 2015",1.8.0,2.3 and up,0.30442296156254967,23
Couple - Relationship App,SOCIAL,4.0,33249,8.4M,"1,000,000+",Free,0,Everyone,Social,"March 5, 2015",1.8.0,2.3 and up,0.30442296156254967,23
